period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2012,UT,Utah,NG,Natural Gas,,3113,,2126,,17,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,UT,Utah,OTH,Other,,64,,1089,,105,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,UT,Utah,PET,Petroleum,,30,,196,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,UT,Utah,ALL,Total,1814,32484,2.8,54205,1.1,22075,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,VA,Virginia,COL,Coal,,17099,,21672,,49857,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,VA,Virginia,NG,Natural Gas,,10921,,4764,,60,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,VA,Virginia,OTH,Other,,847,,12315,,10373,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,VA,Virginia,PET,Petroleum,,356,,682,,1095,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,VA,Virginia,ALL,Total,909,29223,1.1,39433,1.7,61385,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,VT,Vermont,NG,Natural Gas,,2,,1,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,VT,Vermont,OTH,Other,,0,,640,,26,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,VT,Vermont,PET,Petroleum,,10,,32,,26,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,VT,Vermont,ALL,Total,4,12,.2,673,0,52,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WA,Washington,COL,Coal,,4125,,4944,,1690,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WA,Washington,NG,Natural Gas,,2634,,2632,,21,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WA,Washington,OTH,Other,,118,,5388,,20185,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WA,Washington,PET,Petroleum,,113,,150,,240,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WA,Washington,ALL,Total,132,6990,.2,13114,.4,22136,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WI,Wisconsin,COL,Coal,,35319,,30599,,94728,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WI,Wisconsin,NG,Natural Gas,,5215,,2795,,36,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WI,Wisconsin,OTH,Other,,65,,8903,,6442,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WI,Wisconsin,PET,Petroleum,,597,,1033,,6384,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WI,Wisconsin,ALL,Total,1422,41196,1.4,43330,3.4,107590,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WV,West Virginia,COL,Coal,,66854,,52683,,91218,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WV,West Virginia,NG,Natural Gas,,243,,101,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WV,West Virginia,OTH,Other,,0,,273,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WV,West Virginia,PET,Petroleum,,106,,27,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WV,West Virginia,ALL,Total,2014,67203,1.4,53084,2.5,91220,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WY,Wyoming,COL,Coal,,46825,,50073,,48004,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WY,Wyoming,NG,Natural Gas,,585,,1456,,2,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WY,Wyoming,OTH,Other,,0,,2627,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WY,Wyoming,PET,Petroleum,,54,,42,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,WY,Wyoming,ALL,Total,2106,47463,2.2,54198,1.9,48013,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AK,Alaska,COL,Coal,,1431,,3178,,2945,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AK,Alaska,NG,Natural Gas,,2172,,7202,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AK,Alaska,OTH,Other,,0,,5,,24,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AK,Alaska,PET,Petroleum,,701,,8361,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AK,Alaska,ALL,Total,1363,4305,5.4,18746,.9,2979,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AL,Alabama,COL,Coal,,45858,,40374,,135133,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AL,Alabama,NG,Natural Gas,,23031,,8356,,130,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AL,Alabama,OTH,Other,,0,,7467,,27134,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AL,Alabama,PET,Petroleum,,219,,262,,598,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AL,Alabama,ALL,Total,994,69107,.7,56459,2.1,162995,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AR,Arkansas,COL,Coal,,28634,,32775,,77622,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AR,Arkansas,NG,Natural Gas,,7478,,3683,,43,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AR,Arkansas,OTH,Other,,94,,5686,,14749,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AR,Arkansas,PET,Petroleum,,29,,16,,24,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AR,Arkansas,ALL,Total,1226,36234,1.3,42160,2.8,92438,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AZ,Arizona,COL,Coal,,39828,,45890,,21336,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AZ,Arizona,NG,Natural Gas,,12488,,3490,,70,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AZ,Arizona,OTH,Other,,0,,985,,2,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AZ,Arizona,PET,Petroleum,,33,,26,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,AZ,Arizona,ALL,Total,1038,52350,.9,50391,.4,21408,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CA,California,COL,Coal,,2603,,2363,,1067,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CA,California,NG,Natural Gas,,55860,,63237,,301,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CA,California,OTH,Other,,655,,25947,,876,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CA,California,PET,Petroleum,,251,,1019,,3834,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CA,California,ALL,Total,655,59369,.9,92566,.1,6078,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CO,Colorado,COL,Coal,,35110,,45556,,42818,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CO,Colorado,NG,Natural Gas,,4803,,3478,,26,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CO,Colorado,OTH,Other,,0,,499,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CO,Colorado,PET,Petroleum,,12,,58,,2,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CO,Colorado,ALL,Total,1671,39926,1.9,49591,1.6,42846,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CT,Connecticut,COL,Coal,,872,,5357,,7247,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CT,Connecticut,NG,Natural Gas,,6799,,3113,,34,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CT,Connecticut,OTH,Other,,1192,,4246,,554,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CT,Connecticut,PET,Petroleum,,125,,238,,163,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,CT,Connecticut,ALL,Total,547,8987,.7,12954,.4,7998,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,DC,District of Columbia,NG,Natural Gas,,55,,167,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,DC,District of Columbia,PET,Petroleum,,11,,58,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,DC,District of Columbia,ALL,Total,2026,66,6.3,225,0,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,DE,Delaware,COL,Coal,,1621,,875,,2597,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,DE,Delaware,NG,Natural Gas,,3340,,1340,,28,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,DE,Delaware,OTH,Other,,0,,905,,9,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,DE,Delaware,PET,Petroleum,,20,,11,,42,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,DE,Delaware,ALL,Total,1269,4981,.7,3131,.6,2676,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,FL,Florida,COL,Coal,,44427,,36315,,83823,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,FL,Florida,NG,Natural Gas,,62857,,29939,,394,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,FL,Florida,OTH,Other,,2485,,25365,,22783,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,FL,Florida,PET,Petroleum,,1467,,892,,4566,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,FL,Florida,ALL,Total,1107,111236,.8,92511,1,111566,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,GA,Georgia,COL,Coal,,40788,,35461,,111585,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,GA,Georgia,NG,Natural Gas,,17392,,5595,,493,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,GA,Georgia,OTH,Other,,113,,11750,,28581,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,GA,Georgia,PET,Petroleum,,741,,2423,,23473,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,GA,Georgia,ALL,Total,1062,59035,.9,55229,2.7,164132,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,HI,Hawaii,COL,Coal,,1545,,1354,,1435,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,HI,Hawaii,OTH,Other,,184,,1498,,325,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,HI,Hawaii,PET,Petroleum,,5895,,18009,,14313,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,HI,Hawaii,ALL,Total,1602,7625,4,20861,3.1,16073,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IA,Iowa,COL,Coal,,40092,,42483,,103353,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IA,Iowa,NG,Natural Gas,,1039,,1133,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IA,Iowa,OTH,Other,,0,,1732,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IA,Iowa,PET,Petroleum,,136,,544,,2325,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IA,Iowa,ALL,Total,1602,41267,1.6,45892,3.7,105699,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ID,Idaho,COL,Coal,,309,,1400,,2301,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ID,Idaho,NG,Natural Gas,,861,,473,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ID,Idaho,OTH,Other,,2,,2922,,3524,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ID,Idaho,PET,Petroleum,,0,,0,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ID,Idaho,ALL,Total,166,1172,.6,4795,.8,5829,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IL,Illinois,COL,Coal,,88362,,56595,,190049,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IL,Illinois,NG,Natural Gas,,5973,,3890,,25,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IL,Illinois,OTH,Other,,17,,6553,,47,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IL,Illinois,PET,Petroleum,,58,,140,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IL,Illinois,ALL,Total,1051,94411,.7,67178,1.9,190121,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IN,Indiana,COL,Coal,,92428,,105467,,285211,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IN,Indiana,NG,Natural Gas,,6917,,3108,,38,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IN,Indiana,OTH,Other,,328,,9606,,831,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IN,Indiana,PET,Petroleum,,100,,134,,76,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,IN,Indiana,ALL,Total,1914,99773,2.1,118315,5,286156,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,KS,Kansas,COL,Coal,,29676,,30481,,32930,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,KS,Kansas,NG,Natural Gas,,1984,,4448,,17,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,KS,Kansas,OTH,Other,,0,,732,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,KS,Kansas,PET,Petroleum,,33,,226,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,KS,Kansas,ALL,Total,1569,31693,1.6,35887,1.5,32947,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,KY,Kentucky,COL,Coal,,82068,,77190,,183247,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,KY,Kentucky,NG,Natural Gas,,1930,,2440,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,KY,Kentucky,OTH,Other,,9,,2201,,2327,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,KY,Kentucky,PET,Petroleum,,1676,,762,,2916,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,KY,Kentucky,ALL,Total,2096,85683,1.8,82593,4.2,188502,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,LA,Louisiana,COL,Coal,,22965,,20111,,73702,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,LA,Louisiana,NG,Natural Gas,,33084,,50753,,174,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,LA,Louisiana,OTH,Other,,75,,8772,,16761,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,LA,Louisiana,PET,Petroleum,,4058,,2991,,28272,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,LA,Louisiana,ALL,Total,1280,60182,1.6,82627,2.3,118909,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MA,Massachusetts,COL,Coal,,2234,,2401,,11717,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MA,Massachusetts,NG,Natural Gas,,10517,,3099,,56,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MA,Massachusetts,OTH,Other,,1391,,9100,,4022,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MA,Massachusetts,PET,Petroleum,,204,,694,,622,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MA,Massachusetts,ALL,Total,887,14346,.9,15294,.9,16417,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MD,Maryland,COL,Coal,,16871,,14133,,40857,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MD,Maryland,NG,Natural Gas,,3014,,4596,,40,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MD,Maryland,OTH,Other,,589,,4835,,2578,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MD,Maryland,PET,Petroleum,,223,,412,,1126,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MD,Maryland,ALL,Total,1204,20697,1.3,23976,2.4,44601,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ME,Maine,COL,Coal,,121,,180,,292,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ME,Maine,NG,Natural Gas,,2836,,768,,11,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ME,Maine,OTH,Other,,636,,6208,,8166,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ME,Maine,PET,Petroleum,,129,,140,,602,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,ME,Maine,ALL,Total,544,3722,1,7296,1.2,9071,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MI,Michigan,COL,Coal,,55291,,63718,,203862,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MI,Michigan,NG,Natural Gas,,10973,,8474,,140,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MI,Michigan,OTH,Other,,725,,14088,,7950,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MI,Michigan,PET,Petroleum,,887,,2814,,25022,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MI,Michigan,ALL,Total,1381,67877,1.6,89094,4.4,236974,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MN,Minnesota,COL,Coal,,24487,,30471,,31068,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MN,Minnesota,NG,Natural Gas,,3467,,2346,,18,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MN,Minnesota,OTH,Other,,503,,6514,,5512,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MN,Minnesota,PET,Petroleum,,37,,178,,31,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MN,Minnesota,ALL,Total,1188,28494,1.5,39509,1.4,36629,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MO,Missouri,COL,Coal,,72634,,70165,,149531,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MO,Missouri,NG,Natural Gas,,2824,,2082,,15,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MO,Missouri,OTH,Other,,30,,812,,251,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MO,Missouri,PET,Petroleum,,57,,168,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MO,Missouri,ALL,Total,1810,75545,1.6,73227,3.3,149797,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MS,Mississippi,COL,Coal,,7611,,8918,,37116,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MS,Mississippi,NG,Natural Gas,,16653,,12029,,99,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MS,Mississippi,OTH,Other,,0,,4880,,10122,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MS,Mississippi,PET,Petroleum,,20,,26,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MS,Mississippi,ALL,Total,979,24285,.9,25853,1.7,47337,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MT,Montana,COL,Coal,,14921,,16855,,13490,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MT,Montana,NG,Natural Gas,,292,,375,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MT,Montana,OTH,Other,,0,,1,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MT,Montana,PET,Petroleum,,811,,438,,3019,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,MT,Montana,ALL,Total,1268,16024,1.3,17669,1.2,16510,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NC,North Carolina,COL,Coal,,49260,,46545,,63584,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NC,North Carolina,NG,Natural Gas,,8271,,3454,,43,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NC,North Carolina,OTH,Other,,206,,8304,,17076,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NC,North Carolina,PET,Petroleum,,187,,330,,392,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NC,North Carolina,ALL,Total,1092,57924,1,58633,1.4,81095,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NM,New Mexico,OTH,Other,,0,,279,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NM,New Mexico,PET,Petroleum,,36,,16,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NM,New Mexico,ALL,Total,1751,29163,3.3,61130,.9,16560,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NV,Nevada,COL,Coal,,4376,,4290,,4640,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NV,Nevada,NG,Natural Gas,,10475,,8665,,58,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NV,Nevada,OTH,Other,,60,,263,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NV,Nevada,PET,Petroleum,,17,,11,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2012,NV,Nevada,ALL,Total,934,14929,.8,13229,.3,4698,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
