period,stateid,stateDescription,fuelid,fuelDescription,co2-rate-lbs-mwh,co2-thousand-metric-tons,nox-rate-lbs-mwh,nox-short-tons,so2-rate-lbs-mwh,so2-short-tons,co2-rate-lbs-mwh-units,co2-thousand-metric-tons-units,nox-rate-lbs-mwh-units,nox-short-tons-units,so2-rate-lbs-mwh-units,so2-short-tons-units
2017,DE,Delaware,PET,Petroleum,,23,,11,,49,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,DE,Delaware,ALL,Total,1065,3630,.5,1745,.1,543,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,FL,Florida,COL,Coal,,37152,,28446,,35588,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,FL,Florida,NG,Natural Gas,,66226,,24834,,846,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,FL,Florida,OTH,Other,,2572,,22632,,20419,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,FL,Florida,PET,Petroleum,,1488,,844,,3012,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,FL,Florida,ALL,Total,991,107438,.6,76756,.5,59865,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,GA,Georgia,COL,Coal,,32577,,22878,,15203,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,GA,Georgia,NG,Natural Gas,,21335,,5513,,118,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,GA,Georgia,OTH,Other,,182,,16515,,34630,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,GA,Georgia,PET,Petroleum,,717,,847,,2520,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,GA,Georgia,ALL,Total,946,54811,.7,45753,.8,52471,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2017,HI,Hawaii,COL,Coal,,1448,,1044,,228,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AK,Alaska,COL,Coal,,1350,,2439,,1675,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AR,Arkansas,COL,Coal,,29328,,20844,,52217,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AR,Arkansas,NG,Natural Gas,,8969,,3620,,56,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AR,Arkansas,OTH,Other,,17,,4403,,12918,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AR,Arkansas,PET,Petroleum,,36,,18,,46,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AR,Arkansas,ALL,Total,1241,38349,.8,28885,1.9,65237,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AZ,Arizona,COL,Coal,,30898,,28337,,16364,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AZ,Arizona,NG,Natural Gas,,15820,,12844,,124,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AZ,Arizona,OTH,Other,,0,,685,,27,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AZ,Arizona,PET,Petroleum,,39,,25,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AZ,Arizona,ALL,Total,919,46757,.7,41891,.3,16523,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CA,California,COL,Coal,,1360,,865,,360,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CA,California,NG,Natural Gas,,41643,,46155,,211,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CA,California,OTH,Other,,583,,26390,,775,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CA,California,PET,Petroleum,,64,,601,,112,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CA,California,ALL,Total,491,43649,.8,74011,0,1458,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CO,Colorado,COL,Coal,,27329,,17228,,11676,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CO,Colorado,NG,Natural Gas,,7370,,3131,,39,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CO,Colorado,OTH,Other,,0,,1008,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CO,Colorado,PET,Petroleum,,14,,42,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CO,Colorado,ALL,Total,1379,34713,.8,21409,.4,11737,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CT,Connecticut,COL,Coal,,391,,252,,348,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CT,Connecticut,NG,Natural Gas,,8153,,3469,,30,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CT,Connecticut,OTH,Other,,771,,2526,,222,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CT,Connecticut,PET,Petroleum,,277,,421,,372,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,CT,Connecticut,ALL,Total,535,9591,.3,6668,0,972,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,DC,District of Columbia,NG,Natural Gas,,43,,130,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,DC,District of Columbia,OTH,Other,,0,,243,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,DC,District of Columbia,ALL,Total,1188,43,9.4,373,0,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,DE,Delaware,COL,Coal,,401,,127,,437,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,DE,Delaware,NG,Natural Gas,,2642,,730,,8,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,DE,Delaware,OTH,Other,,0,,799,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,DE,Delaware,PET,Petroleum,,151,,77,,199,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,DE,Delaware,ALL,Total,1126,3193,.6,1733,.2,648,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,FL,Florida,COL,Coal,,29761,,14082,,28053,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,FL,Florida,NG,Natural Gas,,70650,,27141,,669,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,FL,Florida,OTH,Other,,2614,,22269,,25873,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,FL,Florida,PET,Petroleum,,2185,,1106,,4371,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,FL,Florida,ALL,Total,948,105209,.5,64598,.5,58966,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,GA,Georgia,COL,Coal,,32253,,23198,,15076,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,GA,Georgia,NG,Natural Gas,,21518,,6353,,116,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,GA,Georgia,OTH,Other,,195,,16554,,35284,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,GA,Georgia,PET,Petroleum,,837,,1285,,2441,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,GA,Georgia,ALL,Total,933,54803,.7,47390,.8,52917,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,HI,Hawaii,COL,Coal,,1396,,1010,,306,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,HI,Hawaii,OTH,Other,,314,,1688,,796,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,HI,Hawaii,PET,Petroleum,,5487,,14871,,15442,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,HI,Hawaii,ALL,Total,1616,7197,3.6,17569,3.4,16544,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IA,Iowa,COL,Coal,,30617,,27215,,35698,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IA,Iowa,NG,Natural Gas,,3359,,1983,,18,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IA,Iowa,OTH,Other,,0,,2148,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IA,Iowa,PET,Petroleum,,277,,392,,1498,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IA,Iowa,ALL,Total,1189,34253,1,31738,1.2,37226,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ID,Idaho,COL,Coal,,111,,237,,439,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ID,Idaho,NG,Natural Gas,,1653,,1109,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ID,Idaho,OTH,Other,,2,,3326,,3820,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ID,Idaho,PET,Petroleum,,0,,1,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ID,Idaho,ALL,Total,214,1766,.5,4673,.5,4266,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IL,Illinois,COL,Coal,,63639,,32323,,88110,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IL,Illinois,NG,Natural Gas,,8565,,4726,,64,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IL,Illinois,OTH,Other,,11,,3525,,33,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IL,Illinois,PET,Petroleum,,45,,122,,30,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IL,Illinois,ALL,Total,846,72261,.4,40696,.9,88237,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IN,Indiana,COL,Coal,,78049,,64288,,68183,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IN,Indiana,NG,Natural Gas,,13089,,6789,,73,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IN,Indiana,OTH,Other,,293,,11405,,733,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IN,Indiana,PET,Petroleum,,121,,87,,245,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,IN,Indiana,ALL,Total,1775,91554,1.5,82569,1.2,69234,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,KS,Kansas,COL,Coal,,21875,,12406,,5423,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,KS,Kansas,NG,Natural Gas,,1823,,5634,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,KS,Kansas,OTH,Other,,0,,913,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,KS,Kansas,PET,Petroleum,,50,,217,,21,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,KS,Kansas,ALL,Total,1010,23748,.7,19170,.2,5451,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,KY,Kentucky,COL,Coal,,59646,,40839,,55062,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,KY,Kentucky,NG,Natural Gas,,6487,,6608,,64,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,KY,Kentucky,OTH,Other,,58,,2418,,3108,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,KY,Kentucky,PET,Petroleum,,77,,43,,26,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,KY,Kentucky,ALL,Total,1850,66267,1.3,49908,1.5,58260,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,LA,Louisiana,COL,Coal,,12978,,9076,,32800,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,LA,Louisiana,NG,Natural Gas,,32576,,45425,,163,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,LA,Louisiana,OTH,Other,,13,,13643,,18927,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,LA,Louisiana,PET,Petroleum,,5204,,2458,,5275,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,LA,Louisiana,ALL,Total,1094,50770,1.4,70602,1.1,57165,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MA,Massachusetts,NG,Natural Gas,,8294,,3530,,31,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MA,Massachusetts,OTH,Other,,1307,,5407,,1884,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MA,Massachusetts,PET,Petroleum,,375,,380,,855,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MA,Massachusetts,ALL,Total,808,9976,.7,9317,.2,2770,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MD,Maryland,COL,Coal,,10857,,5397,,17692,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MD,Maryland,NG,Natural Gas,,6173,,2864,,27,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MD,Maryland,OTH,Other,,551,,3973,,2177,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MD,Maryland,PET,Petroleum,,258,,772,,451,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MD,Maryland,ALL,Total,896,17839,.6,13006,.9,20347,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AK,Alaska,NG,Natural Gas,,1387,,10513,,7,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AK,Alaska,OTH,Other,,0,,548,,21,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AK,Alaska,PET,Petroleum,,652,,7393,,1184,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AK,Alaska,ALL,Total,1194,3390,6.7,20893,.9,2887,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AL,Alabama,COL,Coal,,30554,,16808,,13361,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AL,Alabama,NG,Natural Gas,,25503,,10849,,143,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AL,Alabama,OTH,Other,,0,,7017,,27638,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AL,Alabama,PET,Petroleum,,83,,127,,94,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,AL,Alabama,ALL,Total,851,56140,.5,34801,.6,41236,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MI,Michigan,ALL,Total,1167,61435,1,57402,1.4,81921,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MN,Minnesota,COL,Coal,,25176,,19423,,20817,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MN,Minnesota,NG,Natural Gas,,4012,,3849,,18,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MN,Minnesota,OTH,Other,,573,,6074,,5588,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MN,Minnesota,PET,Petroleum,,44,,152,,30,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MN,Minnesota,ALL,Total,1066,29805,1,29498,.9,26453,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MO,Missouri,COL,Coal,,61879,,49122,,103250,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MO,Missouri,NG,Natural Gas,,3649,,2545,,12,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MO,Missouri,OTH,Other,,1,,938,,20,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MO,Missouri,PET,Petroleum,,95,,236,,55,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MO,Missouri,ALL,Total,1697,65623,1.2,52841,2.4,103337,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MS,Mississippi,COL,Coal,,5679,,3398,,3093,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MS,Mississippi,NG,Natural Gas,,20450,,10671,,96,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MS,Mississippi,OTH,Other,,0,,2742,,9932,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MS,Mississippi,PET,Petroleum,,28,,17,,17,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MS,Mississippi,ALL,Total,907,26157,.5,16828,.4,13138,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MT,Montana,COL,Coal,,14552,,14702,,9020,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MT,Montana,NG,Natural Gas,,317,,1822,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MT,Montana,OTH,Other,,0,,1000,,9,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MT,Montana,PET,Petroleum,,745,,628,,2884,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MT,Montana,ALL,Total,1218,15614,1.3,18152,.8,11914,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NC,North Carolina,COL,Coal,,30127,,28687,,21348,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NC,North Carolina,NG,Natural Gas,,18481,,13933,,63,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NC,North Carolina,OTH,Other,,457,,10315,,18525,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NC,North Carolina,PET,Petroleum,,578,,1353,,803,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NC,North Carolina,ALL,Total,814,49642,.8,54288,.6,40739,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ND,North Dakota,COL,Coal,,30620,,34480,,41073,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ND,North Dakota,NG,Natural Gas,,621,,279,,2,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ND,North Dakota,OTH,Other,,8,,531,,66,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ND,North Dakota,PET,Petroleum,,33,,15,,10,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ND,North Dakota,ALL,Total,1615,31282,1.7,35305,1.9,41151,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NE,Nebraska,COL,Coal,,24991,,22310,,59942,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NE,Nebraska,NG,Natural Gas,,519,,681,,2,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NE,Nebraska,OTH,Other,,0,,1093,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NE,Nebraska,PET,Petroleum,,15,,143,,23,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NE,Nebraska,ALL,Total,1519,25525,1.3,24227,3.2,59967,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NH,New Hampshire,COL,Coal,,728,,988,,791,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NH,New Hampshire,NG,Natural Gas,,1203,,211,,5,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NH,New Hampshire,OTH,Other,,83,,1304,,188,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NH,New Hampshire,PET,Petroleum,,177,,255,,500,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NH,New Hampshire,ALL,Total,282,2191,.3,2758,.2,1484,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NJ,New Jersey,COL,Coal,,1561,,1092,,1336,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NJ,New Jersey,NG,Natural Gas,,16175,,4352,,49,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NJ,New Jersey,OTH,Other,,899,,5421,,656,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NJ,New Jersey,PET,Petroleum,,277,,242,,1342,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NJ,New Jersey,ALL,Total,554,18912,.3,11107,.1,3383,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NM,New Mexico,COL,Coal,,12920,,13579,,3483,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NM,New Mexico,NG,Natural Gas,,5505,,3865,,22,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NM,New Mexico,OTH,Other,,0,,371,,0,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NM,New Mexico,PET,Petroleum,,17,,7,,1,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ME,Maine,COL,Coal,,197,,251,,390,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ME,Maine,NG,Natural Gas,,1203,,573,,4,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ME,Maine,OTH,Other,,598,,5510,,6734,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ME,Maine,PET,Petroleum,,204,,239,,925,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,ME,Maine,ALL,Total,429,2202,1.2,6573,1.4,8053,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NM,New Mexico,ALL,Total,1242,18442,1.1,17822,.2,3506,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MI,Michigan,COL,Coal,,43155,,31350,,66017,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MI,Michigan,NG,Natural Gas,,15968,,11633,,285,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MI,Michigan,OTH,Other,,578,,13119,,7417,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,MI,Michigan,PET,Petroleum,,1734,,1300,,8202,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,NY,New York,ALL,Total,464,27936,.5,31898,.2,11853,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OH,Ohio,COL,Coal,,56409,,47768,,86259,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OH,Ohio,NG,Natural Gas,,18888,,4227,,106,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
2018,OH,Ohio,OTH,Other,,36,,11606,,2110,pounds per megawatthour,thousand metric tons,pounds per megawatthour,short tons,pounds per megawatthour,short tons
